,-72,-12,12,-8,-1,2,-3,11,-2,-18,14,17,-27,-21,11,1,-14,-9,-7,-2,2,0,0,-1,-4,1,3,3,10,0,-14,3,12,-6,-4,10,5,-1,4,-7,-70,-3,18,-3,14,13,2,25,13,-10,31,34,-24,-10,36,15,-8,2,1,-3,3,1,0,-2,-7,-2,1,2,9,-4,-21,-1,11,-12,-11,10,5,-3,4,-8
,-70,3,14,-18,9,16,4,34,21,-16,22,38,-15,-9,31,12,-9,2,0,-2,4,1,0,-3,-5,1,-3,-6,10,2,-20,-5,7,-11,-4,15,3,-5,5,-9,-69,14,17,-27,6,12,-10,26,24,-17,17,36,-18,-17,21,2,-13,-1,-5,-6,4,1,0,-1,-3,6,4,-4,10,7,-14,1,16,-3,1,17,3,-4,7,-10
,-70,20,11,-39,12,21,-18,21,28,-18,17,37,-23,-15,31,7,-13,4,-3,-9,1,0,0,0,-5,3,1,-8,7,10,-7,3,11,-4,3,15,-1,-5,5,-10,-69,29,18,-39,14,20,-35,5,32,-10,12,31,-23,-21,17,-5,-15,7,-2,-9,2,1,0,-2,-5,2,-1,-10,6,8,-9,3,13,-5,-1,12,-3,-6,4,-11
,-71,35,20,-45,11,20,-35,14,42,-16,-4,24,-18,-14,21,-5,-15,8,1,-7,2,1,0,0,-3,6,1,-13,2,2,-21,-9,7,-10,-6,9,-2,-5,5,-11,-72,33,16,-46,19,27,-37,5,32,-30,-19,16,-21,-20,11,-16,-26,1,-3,-10,-1,-1,1,2,-1,8,5,-4,8,6,-14,-3,10,0,9,20,3,-1,8,-11
,-68,38,19,-46,21,36,-24,23,55,-5,2,27,-17,-13,25,0,-15,7,1,-8,1,1,0,-1,-6,2,1,-7,9,8,-14,-3,8,-9,-2,14,-1,-6,4,-11,-70,37,19,-49,17,36,-24,15,46,-11,-1,35,0,-3,22,-4,-16,6,1,-7,1,1,0,-2,-8,0,0,-7,3,2,-13,-1,6,-12,-6,8,-5,-8,3,-11
,-72,34,15,-50,16,27,-36,13,53,-4,5,40,3,1,27,-3,-17,7,3,-6,3,1,1,1,-4,2,-2,-17,-8,-7,-23,-10,3,-11,-6,9,0,-2,9,-11,-72,36,18,-51,12,24,-42,2,43,-10,-1,28,-13,-12,23,-2,-16,8,3,-9,0,1,0,1,-4,2,1,-7,3,0,-20,-11,3,-7,2,16,4,-2,4,-11
,-72,34,14,-50,23,41,-22,21,52,-8,4,36,-13,-22,15,0,-10,10,4,-4,3,0,1,1,-5,3,1,-9,5,5,-15,-5,7,-9,-2,13,0,-5,1,-11,-72,35,15,-51,16,28,-34,14,49,-12,-6,24,-16,-13,21,-4,-14,7,-4,-13,-1,0,1,0,-5,4,4,-7,5,5,-16,-7,5,-10,-2,11,-4,-6,7,-11
,-72,35,18,-46,22,33,-35,4,35,-24,-14,25,-9,-10,23,-1,-17,5,-2,-12,-2,0,0,-1,-4,6,6,-4,6,7,-9,-2,4,-10,-3,8,-5,-3,10,-11,-73,33,13,-52,20,34,-40,-7,28,-20,-4,30,-9,-10,16,-15,-26,2,-1,-9,0,0,0,-1,-5,8,9,-5,2,3,-15,-3,12,0,3,12,-1,-2,9,-11
,-71,38,19,-49,17,28,-41,3,43,-14,-8,28,-6,-11,16,-6,-14,9,2,-7,1,1,0,-1,-4,7,5,-9,3,9,-7,2,10,-7,-4,11,0,-3,5,-11,-70,39,19,-49,16,28,-31,23,52,-22,-14,32,-7,-17,13,-7,-15,9,1,-11,-1,0,1,0,-5,4,5,-7,2,7,-8,-3,4,-9,-1,12,-1,-4,6,-11
,-69,38,15,-53,15,25,-38,14,42,-27,-9,38,-4,-14,14,-11,-20,6,-3,-13,-2,0,1,0,-4,5,4,-5,9,10,-10,-1,11,-4,2,16,2,-3,6,-11,-71,36,14,-54,16,30,-41,0,35,-25,-16,27,-10,-20,6,-11,-15,9,-1,-12,-1,0,0,-1,-5,3,3,-6,9,13,-8,-3,8,-5,-2,12,2,-2,6,-11
,-68,42,21,-50,18,34,-30,12,42,-17,-2,37,-8,-17,16,-3,-15,6,0,-7,2,0,0,0,-6,3,4,-7,5,8,-9,2,13,-3,0,12,0,-3,7,-11,-68,40,17,-55,11,28,-31,14,41,-21,-1,45,3,-8,19,-3,-13,7,-1,-8,2,1,0,0,-5,4,4,-8,2,3,-14,-4,6,-8,-1,11,-4,-7,3,-11
,-68,31,10,-52,16,27,-36,6,32,-32,-22,15,-23,-22,17,1,-8,11,1,-8,3,2,0,-1,-7,-2,-2,-7,5,3,-16,-7,3,-10,-6,3,-8,-6,4,-10,-66,33,8,-51,26,34,-42,2,36,-28,-17,27,-7,-9,23,-2,-16,7,0,-9,0,0,0,0,-6,1,4,-4,5,4,-12,-2,9,-4,4,16,2,-3,5,-11
,-68,36,10,-53,23,32,-40,11,57,-7,-7,27,-13,-20,12,-7,-15,10,4,-7,2,1,0,0,-5,2,2,-7,1,-2,-19,-8,3,-11,-2,14,3,1,8,-11,-70,36,15,-53,12,26,-42,0,40,-15,-11,16,-23,-24,8,-12,-19,7,2,-7,1,0,0,0,-5,0,-1,-10,2,2,-16,-8,-1,-16,-9,8,1,0,7,-11
