,-71,40,30,-39,14,24,-35,4,34,-17,-8,13,-27,-19,15,-11,-18,9,2,-6,4,2,0,-1,-8,-1,3,-6,2,4,-11,0,10,-8,-11,-2,-5,0,8,-11,-71,36,20,-44,17,22,-45,-3,31,-23,-15,10,-29,-18,19,-6,-15,10,0,-9,1,0,1,-1,-8,1,3,-7,4,7,-8,5,14,-6,-2,11,-3,-6,6,-11
,-71,32,19,-38,25,26,-42,0,33,-25,-18,13,-21,-14,20,-7,-19,6,-1,-8,3,2,0,-2,-6,3,1,-13,1,10,-6,1,9,-8,-6,6,-5,-7,5,-11,-72,34,16,-45,22,28,-38,15,50,-22,-19,21,-15,-18,13,-14,-27,2,3,-6,2,1,0,-2,-7,2,1,-11,-2,3,-9,1,9,-6,-4,2,-11,-8,5,-11
,-72,36,18,-49,16,23,-43,11,52,-18,-20,20,-14,-26,2,-15,-23,2,0,-9,-1,0,0,0,-3,5,2,-9,3,4,-14,-6,8,-4,-4,3,-4,-1,8,-11,-73,40,25,-39,31,37,-38,10,48,-22,-22,20,-9,-12,16,-6,-15,9,4,-6,0,0,1,-1,-5,5,5,-5,8,5,-21,-10,9,-6,-8,5,-1,0,9,-11
,-76,37,21,-44,28,40,-32,7,38,-23,-10,26,-15,-13,25,3,-7,18,10,-4,2,1,0,-2,-8,3,2,-9,2,1,-20,-9,7,-6,-4,6,-5,-4,7,-11,-74,36,25,-40,15,26,-27,15,36,-23,-8,22,-16,-7,25,-5,-13,12,1,-9,3,1,0,-2,-7,6,8,-7,3,10,-6,-4,4,-3,6,13,-2,0,11,-9
,-74,26,26,-33,5,21,-11,19,28,-10,5,13,-18,3,16,-26,-19,17,1,-10,3,2,0,-1,-8,6,11,-5,0,6,-8,-4,9,4,8,11,-2,-1,7,-10,-76,27,24,-39,5,23,-17,13,29,-6,12,22,-16,2,24,-16,-19,12,-1,-10,3,1,1,0,-9,3,11,-2,5,11,-6,-4,7,0,3,8,-3,-1,7,-11
,-79,29,20,-47,8,23,-32,5,39,-4,0,15,-17,-1,26,-6,-14,8,-2,-7,5,2,0,-1,-7,4,8,-6,3,8,-13,-12,-3,-11,-7,3,-6,-5,4,-11,-76,30,17,-47,15,31,-30,5,37,-16,-17,0,-32,-19,15,-8,-10,17,6,-6,4,2,0,-1,-6,4,5,-9,0,6,-9,-6,-2,-16,-10,1,-6,-2,7,-11
,-77,32,20,-44,18,25,-40,4,37,-17,-6,21,-18,-12,17,-10,-11,21,8,-6,4,2,0,-1,-6,6,8,-5,4,11,-3,1,3,-16,-12,2,-4,0,9,-11,-74,35,21,-42,19,26,-34,15,49,-10,0,30,-13,-12,18,-7,-14,12,4,-7,2,1,0,0,-4,8,9,-6,3,7,-12,-7,1,-11,-4,7,-5,-4,7,-11
,-75,37,18,-53,15,27,-42,6,48,-9,-1,32,-14,-20,17,-2,-16,7,3,-5,3,1,0,1,-1,9,11,3,13,12,-7,2,12,-6,-3,11,2,-1,7,-11,-74,37,17,-53,17,33,-32,12,49,-8,1,31,-13,-14,20,-5,-16,10,3,-7,3,2,0,-1,-4,5,3,-8,4,9,-8,0,9,-8,-6,8,2,1,7,-11
,-75,39,25,-43,21,35,-29,12,42,-20,-11,25,-14,-15,18,-6,-18,8,2,-8,2,1,0,0,-3,5,4,-8,2,6,-13,-8,5,-4,-2,8,1,1,5,-12,-76,38,23,-45,23,37,-30,13,46,-18,-10,28,-15,-23,13,-1,-10,12,3,-8,2,1,0,0,-5,3,4,-6,4,9,-5,-1,4,-9,-3,6,-7,-6,6,-11
,-74,40,25,-44,24,37,-36,9,55,-3,-3,32,-2,-6,22,-1,-13,11,4,-8,0,0,0,1,-3,2,1,-7,6,9,-6,3,9,-9,-2,13,1,-4,5,-11,-75,39,23,-47,17,28,-34,20,54,-16,-7,40,4,-6,22,-1,-15,7,0,-10,0,0,0,1,-1,9,5,-10,2,9,-8,-6,0,-13,-5,9,-1,-2,7,-11
,-77,29,16,-51,5,21,-26,15,29,-31,-8,28,-12,-11,18,-9,-15,13,4,-7,4,2,0,0,-5,4,5,-8,3,11,-5,-5,-2,-15,-11,-4,-13,-7,5,-9,-76,22,25,-31,4,13,-23,6,14,-22,5,24,-10,5,24,-10,-10,14,-3,-11,4,2,0,1,-5,4,5,-11,0,13,-1,-2,6,-4,-4,3,-4,-1,6,-10
,-73,29,21,-42,8,22,-26,9,28,-15,4,25,-10,3,28,-9,-17,10,-3,-13,1,1,0,0,-8,1,4,-10,2,15,3,5,10,-8,-13,-3,-3,0,5,-11,-78,28,15,-53,2,20,-33,3,29,-26,-22,3,-24,-10,20,-6,-12,10,-2,-12,1,1,0,0,-5,4,5,-8,1,7,-6,2,13,-1,-4,0,-6,0,8,-11
,-74,33,21,-45,13,27,-27,16,46,-9,-1,25,-11,-3,29,1,-11,9,-1,-7,4,1,0,1,-4,5,6,-9,-2,3,-7,2,7,-6,0,7,-6,-3,6,-11,-71,40,19,-53,12,27,-37,10,48,-15,-12,25,-8,-12,16,-3,-10,10,0,-8,3,1,0,0,-5,6,6,-11,-5,0,-13,-5,2,-16,-11,8,3,-1,3,-11
,-75,35,15,-56,10,27,-37,7,44,-14,-6,27,-13,-15,18,-4,-14,11,2,-10,0,0,1,1,-3,6,6,-9,-2,2,-14,-8,3,-11,-11,2,0,4,9,-11,-75,35,18,-50,14,27,-33,14,50,-7,5,37,-5,-10,16,-17,-30,2,0,-9,-1,0,1,0,-4,7,5,-13,-7,-3,-16,-6,7,-3,-1,8,-1,1,9,-11
,-76,34,14,-54,15,29,-35,16,55,-11,-11,24,-9,-12,7,-22,-24,9,3,-8,1,0,1,0,-7,4,8,-3,2,1,-17,-8,2,-9,0,13,3,3,10,-11,-77,34,16,-53,13,24,-43,4,40,-20,-8,30,-7,-10,17,-12,-20,8,1,-10,0,0,1,-1,-7,4,6,-6,2,4,-15,-11,-6,-16,-3,11,-3,-3,8,-11
,-76,27,20,-40,9,19,-24,20,33,-24,-4,20,-26,-20,14,-9,-13,11,-2,-10,4,1,1,0,-8,5,14,-2,2,10,-1,1,6,-5,2,12,0,0,9,-10,-76,24,23,-35,5,17,-20,12,20,-22,2,18,-22,-11,12,-18,-14,13,-3,-10,3,0,2,2,-7,6,11,-8,-6,4,-8,-7,-3,-13,-8,1,-6,0,9
